longitude,latitude,ndvi_2006,ndvi_2007,ndvi_2008,ndvi_2009,ndvi_2010,ndvi_2011,ndvi_2013,ndvi_2014,ndvi_2015,ndvi_2016,ndvi_2017,ndvi_2018,ndvi_2019,ndvi_2020,ndvi_2021,ndvi_2022,ndvi_2023,ndvi_2024,ndvi_2025,ndvi_2026,ndvi_trend,ndvi_std,ndvi_min,n_loss_years,elevation,slope,dist_settlement,class,predict_mask
73.011,8.017,,,,,,,,,0.9666975,0.9725426,,,,,,,,,,,,0.0029225500000000237,0.9666975,0,535.0,0.34776251,3605.551275463989,,0
73.011,8.062,,,,,,,0.32688192,,,,,,,,,,,,0.4028169,,,0.03796748999999999,0.32688192,1,535.0,0.34776251,3605.551275463989,,0
73.011,8.107,,,,,,,,,,,,,,,,,0.76237625,,,,,0.0,0.76237625,0,535.0,0.34776251,3605.551275463989,,1
73.011,8.152,,,,,,,0.2647078,,,,,,,,,,,,,,,0.0,0.2647078,1,535.0,0.34776251,3605.551275463989,,0
73.011,8.197,,,,,,,,,,,,,,,0.7105943,,,,,,,0.0,0.7105943,0,535.0,0.34776251,3605.551275463989,,0
73.011,8.242,,,,,,,0.54280895,,0.45224786,,,0.8340486,,,,,,,,,,0.16288839049370185,0.45224786,0,535.0,0.34776251,3605.551275463989,,0
73.011,8.377,,,,,,,,,,,,,,,,,,,,0.67772514,,0.0,0.67772514,0,535.0,0.34776251,3605.551275463989,,0
73.011,8.422,,,,,,,,0.40703052,0.80044484,,,,,,,,,,,,,0.19670716000000002,0.40703052,0,535.0,0.34776251,3605.551275463989,,0
73.011,8.467,,,,,,,,0.4866404,,,0.88688326,,0.8835856,,,,,,,,,0.18790385051506622,0.4866404,0,535.0,0.34776251,3605.551275463989,,0
73.011,8.512,,,,,,,,,,,0.3684448,,,,,,0.7202381,,,,,0.17589665,0.3684448,0,535.0,0.34776251,3605.551275463989,,1
73.011,8.556,,,,,,,,0.16224189,,,0.7165493,,,,,,0.6739356,,,,,0.2518604298376742,0.16224189,1,535.0,0.34776251,3605.551275463989,,1
73.011,8.601,,,,,,,,,,,,,,,,0.6338397,,,,,,0.0,0.6338397,0,535.0,0.34776251,3605.551275463989,,0
73.011,8.646,,,,,,,,,,,,,,,0.19168544,,,,,,,0.0,0.19168544,1,535.0,0.34776251,3605.551275463989,,0
73.011,8.691,,,,,,,,-0.07284768,,,0.23044693,,,,,,,,,,,0.151647305,-0.07284768,2,535.0,0.34776251,3605.551275463989,,0
73.011,8.736,,,,,,,,0.50878453,0.54873854,,,,0.42647573,,0.16210057,,,,,,,0.15060132996043818,0.16210057,1,535.0,0.34776251,3605.551275463989,,0
73.011,8.781,,,,,,,0.53848577,,,,-0.12429378,,0.27983454,,,,-0.123595506,,,,,0.28180276738978577,-0.12429378,3,535.0,0.34776251,3605.551275463989,,0
73.011,8.826,,,,,,,0.75493807,0.6763754,,,0.757085,,0.45467356,0.41187215,,,,,,,-0.045213366612903226,0.14860874403009167,0.41187215,0,535.0,0.34776251,3605.551275463989,,0
73.011,8.871,,,,,,,0.31437466,,,,0.5258791,,,,,,,,,,,0.10575222000000004,0.31437466,1,535.0,0.34776251,3605.551275463989,,0
73.011,8.916,,,,,,,0.38067415,,,,0.8353442,,,,-0.009307385,,,,,,,0.34516449412658806,-0.009307385,1,535.0,0.34776251,3605.551275463989,,0
73.011,8.961,,,,,,,,,0.5319813,,,,,0.39575887,0.5540955,0.1738367,,,,,,0.15129231550640027,0.1738367,1,535.0,0.34776251,3605.551275463989,,0
73.011,9.006,,,,,,,,,,,,,,,,,,,0.5888121,,,0.0,0.5888121,0,535.0,0.34776251,3605.551275463989,,0
73.011,9.051,,,,,,,,0.4599303,,,,,,0.05136125,,,,,,,,0.204284525,0.05136125,1,535.0,0.34776251,3605.551275463989,,0
73.011,9.095,,,,,,,,0.20256205,0.82768524,,0.52380955,,0.54473203,,,,,,,,,0.22134531256851495,0.20256205,1,535.0,0.34776251,3605.551275463989,,0
73.011,9.14,,,,,,,,,,,0.6280277,,,0.23363538,0.37182534,,,,,,,0.16339502793650917,0.23363538,1,535.0,0.34776251,3605.551275463989,,0
73.011,9.185,,,,,,,,0.3028011,,,0.5865071,,,-0.19961114,,,,,,,,0.32504513201135543,-0.19961114,2,535.0,0.34776251,3605.551275463989,,0
73.011,9.275,,,,,,,,,,,,,,0.23504274,0.11408637,,,,,,,0.060478185,0.11408637,2,535.0,0.34776251,3605.551275463989,,0
73.011,9.32,,,,,,,0.6284036,,,,,,,0.07340324,0.52771854,,,,,,,0.24142292828640025,0.07340324,1,535.0,0.34776251,3605.551275463989,,0
73.011,9.365,,,,,,,,,,,,,,0.89534885,,0.53641546,,,,,,0.179466695,0.53641546,0,535.0,0.34776251,3605.551275463989,,0
73.011,9.41,,,,,,,,0.5202213,,,0.9415449,,,,,,,,,,,0.2106618,0.5202213,0,535.0,0.34776251,3605.551275463989,,0
73.011,9.455,,,,,,,,,-0.10784314,,,,,0.34375,,,,,,,,0.22579657,-0.10784314,2,535.0,0.34776251,3605.551275463989,,0
73.011,9.59,,,,,,,,,,,,,,,,0.76891446,,,,,,0.0,0.76891446,0,535.0,0.34776251,3605.551275463989,,0
73.011,9.634,,,,,,,,,,,,,,,,,,,,0.6485821,,0.0,0.6485821,0,535.0,0.34776251,3605.551275463989,,0
73.011,9.679,,,,,,,,,,,,,,,,,-0.16923077,,,,,0.0,-0.16923077,1,535.0,0.34776251,3605.551275463989,,0
73.011,9.724,,,,,,,,,,,,,0.67442966,,0.8148148,,,,,,,0.07019256999999995,0.67442966,0,535.0,0.34776251,3605.551275463989,,0
73.011,9.769,,,,,,,0.57894737,,,,,,,,,,,,,,,0.0,0.57894737,0,535.0,0.34776251,3605.551275463989,,0
73.011,9.814,,,,,,,0.5742756,,,,,,,,,,,,,,,0.0,0.5742756,0,535.0,0.34776251,3605.551275463989,,0
73.011,9.859,,,,,,,,,0.19632234,,0.9663057,,,,,,,,,,,0.38499168,0.19632234,1,535.0,0.34776251,3605.551275463989,,0
73.011,9.949,,,,,,,0.5881621,,0.116347924,,,,,,,,,,,,,0.23590708800000001,0.116347924,1,535.0,0.34776251,3605.551275463989,,0
73.011,9.994,,,,,,,,,,,0.5182841,,,,,,0.50101537,,,,,0.008634365000000033,0.50101537,0,535.0,0.34776251,3605.551275463989,,1
73.011,10.039,,,,,,,,0.25616962,,,,,,,,,,,,,,0.0,0.25616962,1,535.0,0.34776251,3605.551275463989,,0
73.011,10.084,,,,,,,0.42635658,,,,0.63534737,,,,,-0.10597303,,,,,,0.3120911368750652,-0.10597303,1,535.0,0.34776251,3605.551275463989,,0
73.011,10.129,,,,,,,,0.8559078,,,,0.73257905,,,,,,,,,,0.061664374999999993,0.73257905,0,535.0,0.34776251,3605.551275463989,,0
73.011,10.218,,,,,,,,,,0.27397987,0.8187023,,,,,,,,,,,0.272361215,0.27397987,1,535.0,0.34776251,3605.551275463989,,0
73.011,10.263,,,,,,,,,,,,,,,,0.7300885,,,,,,0.0,0.7300885,0,535.0,0.34776251,3605.551275463989,,0
73.011,10.398,,,,,,,,,,,,,,,,,0.1042654,,,,,0.0,0.1042654,1,535.0,0.34776251,3605.551275463989,,0
73.011,10.443,,,,,,,,,0.06652437,,,,,,,,,,,,,0.0,0.06652437,1,535.0,0.34776251,3605.551275463989,,0
73.011,10.578,,,,,,,,,,,,0.5389049,0.90163934,,,,,,,,,0.18136722,0.5389049,0,535.0,0.34776251,3605.551275463989,,0
73.011,10.667,,,,,,,,,,,,0.40135136,,0.7370184,,,,,,,,0.16783351999999999,0.40135136,0,535.0,0.34776251,3605.551275463989,,0
73.011,10.712,,,,,,,,0.40062544,,,0.40333334,0.85342884,,,0.97287035,,,,,,,0.2590520131153622,0.40062544,0,535.0,0.34776251,3605.551275463989,,0
73.011,10.757,,,,,,,,0.7303644,0.3703825,0.3889316,0.5629277,0.6313527,0.6797753,0.8357178,0.3556458,,,0.8115072,0.8192063,,0.025483948966087678,0.18099623152764288,0.3556458,0,535.0,0.34776251,3605.551275463989,,0
73.011,10.802,,,,,,,,,,0.3286537,,0.04928083,,,,0.4764595,0.6486413,,,,,0.2198932952184233,0.04928083,2,535.0,0.34776251,3605.551275463989,,1
73.011,10.847,,,,,,,,,,,0.8700565,,,,,,,,,,,0.0,0.8700565,0,535.0,0.34776251,3605.551275463989,,0
73.011,10.892,,,,,,,,,,0.87886596,,,,,,,,,,,,0.0,0.87886596,0,535.0,0.34776251,3605.551275463989,,0
73.011,10.937,,,,,,,,,,0.4212148,0.91082805,,,,,0.11253197,,,,,,0.328681347788357,0.11253197,1,535.0,0.34776251,3605.551275463989,,0
73.011,10.982,,,,,,,0.38499764,,,,,,,,,,,,,0.5273973,,0.07119982999999999,0.38499764,0,535.0,0.34776251,3605.551275463989,,0
73.011,11.027,,,,,,,0.5506578,,,,,0.050763223,,,0.49003807,0.36684388,,,,,,0.19290591592004594,0.050763223,1,535.0,0.34776251,3605.551275463989,,0
73.011,11.072,,,,,,,,,,,,,,,,0.2972973,,,,,,0.0,0.2972973,1,535.0,0.34776251,3605.551275463989,,0
73.011,11.117,,,,,,,,0.4830857,,,,,,,0.6708111,,,,,,,0.0938627,0.4830857,0,535.0,0.34776251,3605.551275463989,,0
73.011,11.162,,,,,,,,,,,,-7.94151e-15,,,0.6507709,,,,0.37754238,-0.14092338,,0.3118634329951172,-0.14092338,2,535.0,0.34776251,3605.551275463989,,0
73.011,11.206,,,,,,,,,,,,,,,0.27125037,,,,0.8761062,0.30025548,,0.27854700844354185,0.27125037,2,535.0,0.34776251,3605.551275463989,,0
73.011,11.251,,,,,,,,0.08089761,,,,,,0.5118525,0.43499288,,,,,,,0.1876796853500457,0.08089761,1,535.0,0.34776251,3605.551275463989,,0
73.011,11.296,,,,,,,,,,,,,,,0.6907723,,0.6156182,,,,,0.03757705,0.6156182,0,535.0,0.34776251,3605.551275463989,,1
73.011,11.341,,,,,,,,,,0.4858798,,,,0.8208955,,0.55307263,,,,-0.12130569,,0.3445724620394557,-0.12130569,1,535.0,0.34776251,3605.551275463989,,0
73.011,11.386,,,,,,,,,,,,,,,0.50290275,0.19784173,0.091038816,,,0.14666666,,0.15943621081963497,0.091038816,3,535.0,0.34776251,3605.551275463989,,0
73.011,11.431,,,,,,,,,,,0.49976087,,,,0.6382593,0.2179156,,,,,,0.1748991447357044,0.2179156,1,535.0,0.34776251,3605.551275463989,,0
73.011,11.476,,,,,,,,0.67718697,0.66851884,0.6923292,0.67129827,0.7097088,0.7030992,0.44387862,0.50558853,0.39222914,0.44831902,0.5119895,0.5849013,0.39345717,-0.0238639178021978,0.1192506160026714,0.39222914,0,535.0,0.34776251,3605.551275463989,,0
73.011,11.521,,,,,,,,,0.72439027,,,,,0.9661813,0.30016053,0.7402191,,,,,,0.24069930064278014,0.30016053,1,535.0,0.34776251,3605.551275463989,,0
73.011,11.566,,,,,,,,-0.113677815,,,,0.847764,,,0.38437378,,0.16280217,,,0.21780124,0.006649075938967141,0.3174502714818908,-0.113677815,3,535.0,0.34776251,3605.551275463989,,0
73.011,11.611,,,,,,,,,0.37931034,0.007206027,,0.23750447,0.42229417,0.56763095,0.5255061,0.48446918,,,,,0.051875543213768104,0.1805447507049975,0.007206027,2,535.0,0.34776251,3605.551275463989,,0
73.011,11.656,,,,,,,,0.12373594,,0.0783848,,0.32468274,0.11978971,0.2849741,0.32282844,0.6546341,0.03323263,,,0.14709072,0.009555522411642411,0.18039877705075763,0.03323263,8,535.0,0.34776251,3605.551275463989,,0
73.011,11.701,,,,,,,,,,0.010923536,,0.0055165496,0.6697417,0.561024,0.1938326,0.12128923,0.35638183,,,0.26601613,0.014905795978637202,0.2282756402573179,0.0055165496,5,535.0,0.34776251,3605.551275463989,,0
73.011,11.745,,,,,,,,,0.8602462,0.03583062,0.7476212,0.3440065,0.25279906,0.15992515,0.32751217,0.74431866,0.4275712,,,0.081922814,-0.027313190142170988,0.27810708769363757,0.03583062,6,535.0,0.34776251,3605.551275463989,,0
73.011,11.79,,,,,,,,,0.5067416,0.024808299,0.915299,0.06705998,0.19796558,0.30822685,0.3300954,0.4924561,0.41044775,0.9501855,,0.503268,0.02669698811654136,0.2854269532066294,0.024808299,5,535.0,0.34776251,3605.551275463989,,0
73.011,11.835,,,,,,,,,,0.12877388,0.8703203,0.49997586,-0.034401875,0.23574606,0.31986767,0.58674264,,0.4023967,0.83809525,0.4699029,0.024311473740530297,0.2735840668120142,-0.034401875,4,535.0,0.34776251,3605.551275463989,,0
73.011,11.88,,,,,,,,-0.0028677199,,,0.34216732,0.392469,,0.25290146,0.15557232,0.5328508,0.21458863,0.7252302,0.21836229,0.4239306,0.02578397784076924,0.19569899263909796,-0.0028677199,6,535.0,0.34776251,3605.551275463989,,0
73.011,11.925,,,,,,,,-0.07560138,,0.35076532,0.36504424,,0.9727891,0.14045897,0.2428121,0.5687659,0.082706764,0.5392651,0.48567736,0.08280163,0.008775039255813955,0.281027836042533,-0.07560138,5,535.0,0.34776251,3605.551275463989,,0
73.011,11.97,,,,,,,,-0.1416309,,0.46816233,0.99331105,,,0.35803,0.37525457,0.17446356,-0.042091835,0.35848087,0.78721774,,0.010599708543269231,0.34031797725535795,-0.1416309,3,535.0,0.34776251,3605.551275463989,,0
73.011,12.015,,,,,,,,,,0.232152,,,0.3471735,0.16214484,0.48829082,0.82128465,0.15517937,0.9406962,,0.6214389,0.053488612081031305,0.28146052666910676,0.15517937,4,535.0,0.34776251,3605.551275463989,,0
73.011,12.06,,,,,,,,,,,0.98224545,,0.4382896,0.28860214,0.16048792,0.72795093,-0.0647821,0.36194086,0.58393115,,-0.04769381375939851,0.308098587565192,-0.0647821,3,535.0,0.34776251,3605.551275463989,,0
73.011,12.105,,,,,,,,-0.10296412,,0.0032254911,,,0.73333335,0.525941,0.19029176,0.22161649,0.018413123,0.5319306,0.41845962,0.1913383,0.023856553735074625,0.25674512308588276,-0.10296412,6,535.0,0.34776251,3605.551275463989,,0
73.011,12.15,,,,,,,,0.79930794,,0.17116183,0.8846102,0.09165895,0.16249198,0.5653553,0.08950189,0.8080429,0.17101172,0.62884784,0.049909256,0.58627677,-0.013333972479827877,0.30914580978678635,0.049909256,6,535.0,0.34776251,3605.551275463989,,0
73.011,12.195,,,,,,,,,,0.16493656,0.98534954,0.20809042,0.109513275,0.3036769,0.35455456,0.7171271,0.025400246,0.31902853,0.29073775,0.26077276,-0.015647524436363632,0.26449265834031377,0.025400246,8,535.0,0.34776251,3605.551275463989,,0
73.011,12.24,,,,,,,,0.15461847,,0.12955926,0.8658756,0.048175182,0.68800586,0.16238704,0.3301246,0.7276383,0.018549748,-0.0074475287,-0.05385557,0.52810305,-0.010417768323883815,0.30795859425044125,-0.05385557,8,535.0,0.34776251,3605.551275463989,,0
73.011,12.284,,,,,,,,0.01247873,,0.7036615,0.29955667,0.22176,0.23264259,0.3104768,0.34736842,0.6794736,0.0834998,,0.6380114,-0.033396583,0.001166467119354835,0.24706000959595179,-0.033396583,8,535.0,0.34776251,3605.551275463989,,0
73.011,12.329,,,,,,,,,,,,,,,,,,0.27370152,,,,0.0,0.27370152,1,535.0,0.34776251,3605.551275463989,,0
73.011,13.542,,,,,,,,,,,0.45242152,0.9050348,0.5117506,,,0.5743556,,,,0.20754717,-0.04408899278195489,0.2249202360458036,0.20754717,1,535.0,0.34776251,3605.551275463989,,0
73.011,13.587,,,,,,,,,,,0.6003654,,0.35304907,,0.15492958,,0.6397163,0.5939525,0.896874,0.10784314,0.00394108920704845,0.2637718491966969,0.10784314,2,535.0,0.34776251,3605.551275463989,,1
73.011,13.632,,,,,,,,,,,0.79113114,0.42619926,0.86821145,,0.04031273,,,0.95733786,,0.022805804,-0.042586253570291784,0.3812469808136237,0.022805804,2,535.0,0.34776251,3605.551275463989,,0
73.011,13.677,,,,,,,,,,,0.84522057,0.4923881,,-0.0066836798,0.062100112,,0.25936198,,,,-0.1030602825245614,0.3104631930661188,-0.0066836798,3,535.0,0.34776251,3605.551275463989,,0
73.011,13.722,,,,,,,,,,,0.50057167,,0.07663078,,0.092523366,0.50803214,0.3233271,0.5945946,,-0.0057621794,-0.013326830829896915,0.22591175521354506,-0.0057621794,4,535.0,0.34776251,3605.551275463989,,0
73.011,13.767,,,,,,,,,,,,0.13231274,0.9260425,,0.34119704,,0.11518325,0.4731811,0.052256532,-0.008569202,-0.05493548647938145,0.3028006981469268,-0.008569202,5,535.0,0.34776251,3605.551275463989,,0
73.011,13.812,,,,,,,,,,,0.871732,-0.04187817,0.20483297,,-0.13580246,,0.41186368,0.96535075,0.796319,,0.054036141034482774,0.4156219393683107,-0.13580246,3,535.0,0.34776251,3605.551275463989,,0
73.011,13.857,,,,,,,,,,,0.6658596,0.19201995,,,,0.75533754,-0.15724982,0.1619479,0.087271474,-0.07057745,-0.05905887012096774,0.32351216293521745,-0.15724982,5,535.0,0.34776251,3605.551275463989,,0
73.011,13.901,,,,,,,,,,,0.5551981,0.34957626,0.12238356,,,,0.22141524,0.23956443,0.86907446,0.26379338,0.007180709208633092,0.23764861952239072,0.12238356,5,535.0,0.34776251,3605.551275463989,,0
73.011,13.946,,,,,,,,,,,,-0.08868661,-0.10130877,,,,0.39461884,,,,,0.23086496083763874,-0.10130877,2,535.0,0.34776251,3605.551275463989,,0
73.011,13.991,,,,,,,,,,,,0.08836355,0.3231162,,,,0.5659955,0.5578485,0.4099379,0.07230047,0.01624531252336448,0.19941929826332602,0.07230047,3,535.0,0.34776251,3605.551275463989,,1
73.011,14.036,,,,,,,,,,,,,0.25199202,0.44981414,,0.31102136,-0.024070023,0.915592,,-0.1673428,-0.03290591386,0.34799265717264183,-0.1673428,4,535.0,0.34776251,3605.551275463989,,0
73.011,14.081,,,,,,,,,,,,0.24444444,0.27646828,0.27182284,,,,,0.4027349,0.07674901,-0.006141724661654137,0.1043578312186599,0.07674901,4,535.0,0.34776251,3605.551275463989,,0
73.011,14.126,,,,,,,,,,,,,0.74537987,0.23554604,,,,,0.0069664344,-0.08178439,,0.3211512100864957,-0.08178439,3,535.0,0.34776251,3605.551275463989,,0
73.011,14.171,,,,,,,,,,,0.043069694,,0.2708224,,0.5225653,,0.6573339,,0.9649123,,0.1115098356,0.31697734739186023,0.043069694,2,535.0,0.34776251,3605.551275463989,,1
73.011,14.216,,,,,,,,,,,,-0.07284768,0.2695674,0.5379181,,,0.5445545,0.66530865,0.39152542,0.030951042,0.021106442728155334,0.2564554247427764,-0.07284768,3,535.0,0.34776251,3605.551275463989,,1
73.011,14.261,,,,,,,,,,,0.8404075,-0.04542773,-0.02154047,0.5004004,,,0.63672656,0.58728814,0.866582,0.049217,0.01656387280487805,0.35466516821641647,-0.04542773,3,535.0,0.34776251,3605.551275463989,,1
73.011,14.306,,,,,,,,,,,,-0.19695613,,0.48174074,,0.19676861,0.4742181,0.88353413,,0.74093264,0.11263641497959184,0.35460671149262557,-0.19695613,2,535.0,0.34776251,3605.551275463989,,0
73.011,14.351,,,,,,,,,,,0.36900213,0.14780764,,,,,,0.49253732,,,,0.14260532086364122,0.14780764,1,535.0,0.34776251,3605.551275463989,,0
73.011,14.396,,,,,,,,,,,,0.06372194,,,,,,-0.0990991,,-0.09700176,,0.07626503323093982,-0.0990991,3,535.0,0.34776251,3605.551275463989,,0
73.011,14.44,,,,,,,,,,,0.2682927,0.19738989,0.23114957,0.66347754,,0.119349,0.7033248,,0.8733364,,0.07116824439655173,0.2781985720078435,0.119349,4,535.0,0.34776251,3605.551275463989,,1
73.011,14.485,,,,,,,,,,,,-0.05310991,0.2624046,0.38398358,,0.20658474,0.08886894,0.6787104,-0.1628533,,0.005200982157534254,0.260501040731341,-0.1628533,5,535.0,0.34776251,3605.551275463989,,0
73.011,14.53,,,,,,,,,,,0.81414473,,0.29326224,0.7451375,,0.2700491,0.35969582,0.91384614,0.26546004,,-0.027450395890804596,0.26635895747143223,0.26546004,3,535.0,0.34776251,3605.551275463989,,0
73.011,14.575,,,,,,,,,,,,,0.21703011,0.40984696,,0.17104557,-0.035049472,,,0.57225436,0.026106123933333333,0.20809786212563014,-0.035049472,3,535.0,0.34776251,3605.551275463989,,0
73.011,14.62,,,,,,,,,,,,0.0,0.10771114,,,0.41109854,0.06519163,,0.16169265,,0.020317847469879517,0.1412701416154272,0.0,4,535.0,0.34776251,3605.551275463989,,0
73.011,14.665,,,,,,,,,,,,0.027865738,0.021674877,0.22623143,,,0.040703055,,0.0,,-0.007993302588235295,0.0825256329505272,0.0,5,535.0,0.34776251,3605.551275463989,,0
73.011,14.71,,,,,,,,,,,0.40536013,,-0.09004093,0.38108215,,,0.2169014,,0.20607595,,-0.008344570343137252,0.1769517385080626,-0.09004093,3,535.0,0.34776251,3605.551275463989,,0
73.011,14.755,,,,,,,,,,,0.7629256,,,0.45840943,,0.23970944,,,0.056633662,,,0.2631662667674071,0.056633662,2,535.0,0.34776251,3605.551275463989,,0
73.011,14.8,,,,,,,,,,,0.45152462,,0.53862894,0.2260274,0.14878269,,0.07338226,,0.23713866,,-0.04248531848979591,0.16379114477014442,0.07338226,4,535.0,0.34776251,3605.551275463989,,0
73.011,14.845,,,,,,,,,,,0.32765958,,,,,,0.10821215,0.2623853,0.046558253,,,0.11335446054777508,0.046558253,4,535.0,0.34776251,3605.551275463989,,0
73.011,14.89,,,,,,,,,,,0.114413075,,0.56341463,,,,,0.7832093,,,,0.27832843986258743,0.114413075,1,535.0,0.34776251,3605.551275463989,,0
73.011,14.934,,,,,,,,,,,,,,,,,,,0.57234496,,,0.0,0.57234496,0,535.0,0.34776251,3605.551275463989,,0
73.011,14.979,,,,,,,,,,,,,,0.99502075,,,0.973826,,,,,0.01059737500000002,0.973826,0,535.0,0.34776251,3605.551275463989,,1
73.011,15.024,,,,,,,,,,,0.19411765,,,,,,0.96417147,0.39984533,,,,0.32553729199280423,0.19411765,1,535.0,0.34776251,3605.551275463989,,1
73.011,15.069,,,,,,,0.27025324,0.4154863,,,0.4019231,,0.30136988,,,,0.5801567,,,,0.021024232345679014,0.10869427015722614,0.27025324,2,535.0,0.34776251,3605.551275463989,,1
73.011,15.114,,,,,,,0.26369864,0.29512194,,-0.17614092,,,,,,0.23704135,0.9285005,0.2992383,,,0.03358457016759777,0.3231752890224375,-0.17614092,5,535.0,0.34776251,3605.551275463989,,1
73.011,15.159,,,,,,,0.23575078,,,,,,,,,0.5727949,0.67151165,0.7753883,0.3948718,,0.030851256309012882,0.19334662245930748,0.23575078,1,535.0,0.34776251,3605.551275463989,,1
73.011,15.204,,,,,,,0.27945378,,,,,,-0.055220883,,,,,0.35679314,0.044080146,,,0.16785315761985356,-0.055220883,3,535.0,0.34776251,3605.551275463989,,0
73.011,15.249,,,,,,,0.27231935,,,,,,,,,,,0.34191522,0.061797753,,,0.11908387484970573,0.061797753,3,535.0,0.34776251,3605.551275463989,,0
73.011,15.294,,,,,,,0.24699917,-0.13095239,,,,,,,,,,0.6866585,0.3133627,,,0.29002209476418384,-0.13095239,3,535.0,0.34776251,3605.551275463989,,0
73.011,15.339,,,,,,,0.32042494,-0.15220127,,0.5641026,,,,,0.6851211,,,,0.66913944,,0.04897988250972763,0.31318324373628453,-0.15220127,2,535.0,0.34776251,3605.551275463989,,0
73.011,15.384,,,,,,,0.43036613,0.2188065,,0.6848793,0.21141526,,,0.95948225,,,,0.62371135,0.47033805,,0.020962160854700852,0.247065152031537,0.21141526,2,535.0,0.34776251,3605.551275463989,,0
73.011,15.429,,,,,,,0.897213,0.8622743,,,,,,,,,,,0.28379774,,,0.2812934656641216,0.28379774,1,535.0,0.34776251,3605.551275463989,,0
73.011,15.473,,,,,,,0.26889437,,,0.8918919,0.19449902,-0.1583404,,0.71789473,,,,,-0.18032786,,-0.0415092014889336,0.403556281510742,-0.18032786,4,535.0,0.34776251,3605.551275463989,,0
73.011,15.518,,,,,,,0.34517682,,,,0.5103093,-0.015804598,,,0.7012369,,,,0.1416309,,-0.006028537841584154,0.25511192116936915,-0.015804598,3,535.0,0.34776251,3605.551275463989,,0
73.011,15.563,,,,,,,0.32648605,,,0.28448275,,,,,,,,,,,,0.02100165000000001,0.28448275,2,535.0,0.34776251,3605.551275463989,,0
73.011,15.608,,,,,,,0.71208984,,0.5314417,0.67409474,,,0.036789298,0.90102386,,,,,,,-0.02007564906024096,0.2920262012714833,0.036789298,1,535.0,0.34776251,3605.551275463989,,0
73.011,15.698,,,,,,,0.49257725,0.9642414,,,0.21153846,,,,,,,,0.5778708,,,0.269115240337477,0.21153846,1,535.0,0.34776251,3605.551275463989,,0
73.011,15.743,,,,,,,0.18795164,,,,0.4159664,0.0,,0.7893843,,,,,0.49001536,,0.03268343134715027,0.2691540002316188,0.0,2,535.0,0.34776251,3605.551275463989,,0
73.011,15.788,,,,,,,0.2308174,,,,,0.047791455,,0.030726258,,,0.211226,-0.10945274,,,-0.017499926435233158,0.12593578105036374,-0.10945274,5,535.0,0.34776251,3605.551275463989,,0
73.011,15.833,,,,,,,0.34406316,,,,,,,,,,,,,,,0.0,0.34406316,1,535.0,0.34776251,3605.551275463989,,0
73.011,15.878,,,,,,,0.8545006,-0.18732378,,,,,,,,,,,-0.1641791,,,0.4857573749845329,-0.18732378,2,535.0,0.34776251,3605.551275463989,,0
73.011,15.923,,,,,,,,,,,,,,0.025522042,,,,,,,,0.0,0.025522042,1,535.0,0.34776251,3605.551275463989,,0
73.011,15.968,,,,,,,,,,,,,-0.19298245,,,,0.20496894,-0.15068494,,,,0.178463837144232,-0.19298245,3,535.0,0.34776251,3605.551275463989,,0
73.011,16.012,,,,,,,,,0.005121043,,,,,,,,,-0.1504886,,,,0.07780482150000001,-0.1504886,2,535.0,0.34776251,3605.551275463989,,0
73.011,16.057,,,,,,,0.19911852,,,,,,,,,,,,,,,0.0,0.19911852,1,535.0,0.34776251,3605.551275463989,,0
73.011,16.102,,,,,,,0.19096608,,,,,0.28025478,,,,,,,-0.07771355,,,0.1521339106064186,-0.07771355,3,535.0,0.34776251,3605.551275463989,,0
73.011,16.147,,,,,,,0.23533471,,,,,,,,,,,,,,,0.0,0.23533471,1,535.0,0.34776251,3605.551275463989,,0
73.011,16.192,,,,,,,0.2261242,,,,,,,,,,0.04360136,,-0.11512845,,,0.13942863998648364,-0.11512845,3,535.0,0.34776251,3605.551275463989,,0
73.011,16.237,,,,,,,0.2543198,,0.683338,,0.17114569,,,,,,-0.09171762,,,,,0.27870972139560646,-0.09171762,3,535.0,0.34776251,3605.551275463989,,0
73.011,16.282,,,,,,,0.42475766,,0.3228261,,,,,,,,,,,,,0.05096577999999999,0.3228261,1,535.0,0.34776251,3605.551275463989,,0
73.011,16.327,,,,,,,0.56558704,,,,,,,,,,,,,,,0.0,0.56558704,0,535.0,0.34776251,3605.551275463989,,0
73.011,16.372,,,,,,,0.44917136,0.5209055,,-0.11804878,0.52272135,,,,,,,,,,,0.26822871581845936,-0.11804878,1,535.0,0.34776251,3605.551275463989,,0
73.011,16.417,,,,,,,0.46014804,,,0.037316885,0.09265944,,,,,,,,,,,0.18764530818734762,0.037316885,2,535.0,0.34776251,3605.551275463989,,0
73.011,16.462,,,,,,,0.51480895,,,0.033182506,,,,,,,,,,,,0.24081322200000002,0.033182506,1,535.0,0.34776251,3605.551275463989,,0
73.011,16.507,,,,,,,0.62062806,,,,,,,,,,,,,,,0.0,0.62062806,0,535.0,0.34776251,3605.551275463989,,0
73.011,16.551,,,,,,,0.28799605,,,,,,,,,,,,,,,0.0,0.28799605,1,535.0,0.34776251,3605.551275463989,,0
73.011,16.596,,,,,,,0.16280368,,,,,,,,,,,,,,,0.0,0.16280368,1,535.0,0.34776251,3605.551275463989,,0
