longitude,latitude,ndvi_2006,ndvi_2007,ndvi_2008,ndvi_2009,ndvi_2010,ndvi_2011,ndvi_2013,ndvi_2014,ndvi_2015,ndvi_2016,ndvi_2017,ndvi_2018,ndvi_2019,ndvi_2020,ndvi_2021,ndvi_2022,ndvi_2023,ndvi_2024,ndvi_2025,ndvi_2026,ndvi_trend,ndvi_std,ndvi_min,n_loss_years,elevation,slope,dist_settlement,class,predict_mask
75.84,18.842,,,0.10998522,0.15727937,0.2198988,0.23503087,0.16636959,0.2866667,0.27036202,0.15872309,0.25379318,0.2623964,0.19006436,0.29288623,0.27866927,0.26984498,0.32985142,0.31503052,0.2884412,0.33971342,0.008981945676034745,0.06370518253576135,0.10998522,18,708.0,0.504964,6082.76253029822,,0
75.84,18.887,,,0.13538323,0.16272591,0.19503462,0.18877274,0.16737002,0.22066253,0.21817763,0.17073984,0.19372496,0.20153199,0.16807687,0.23513678,0.20982826,0.1984182,0.23711939,0.21992105,0.22282079,0.2438342,0.00378950692999489,0.028866230611390972,0.13538323,18,668.0,0.6756708,6324.555320336759,,0
75.84,18.932,,,0.15389106,0.21337181,0.1967849,0.26491907,0.18430552,0.3333798,0.2820353,0.21097843,0.25849122,0.27576035,0.2000073,0.3344885,0.31261516,0.27135307,0.33466694,0.27703756,0.2820018,0.34068158,0.006753862831885539,0.056020650281477485,0.15389106,18,622.0,1.2541306,6708.203932499369,,0
75.84,18.977,,,0.15878116,0.26157722,0.32630745,0.30114728,0.18440098,0.37112078,0.31205136,0.21754393,0.3297846,0.34495187,0.24009609,0.3787935,0.370532,0.33178613,0.4118435,0.33945763,0.34838519,0.40174666,0.00824739925293817,0.07070299735893358,0.15878116,13,518.0,0.49651545,7211.102550927978,,0
75.84,19.022,,,0.19040298,0.29585811,0.41614437,0.39522153,0.22627549,0.45506856,0.3712387,0.28804004,0.4368119,0.4050564,0.24018736,0.44848323,0.47289476,0.46368352,0.5506509,0.4278213,0.45932326,0.53847593,0.012191846254471131,0.1015605415495155,0.19040298,5,489.0,0.2840466,7810.249675906654,,1
75.84,19.067,,,0.16866145,0.23523685,0.33193424,0.36155206,0.2092289,0.44915107,0.35048732,0.31296268,0.40319294,0.36690658,0.25613123,0.4234335,0.43399745,0.4579074,0.50153005,0.41634014,0.41891432,0.50515956,0.013007848840061315,0.09564022267353844,0.16866145,6,463.0,0.16630611,8485.28137423857,,1
75.84,19.112,,,0.19353893,0.26558152,0.3029679,0.35811514,0.19705705,0.45599392,0.35142028,0.32480738,0.3860209,0.3705515,0.23535499,0.4535028,0.4184949,0.43206847,0.50571275,0.36456612,0.4522089,0.47365895,0.011710557210015328,0.09222669598556742,0.19353893,6,459.0,0.04523335,9219.544457292886,,1
75.84,19.157,,,0.12679479,0.1903773,0.21526438,0.21405981,0.16692084,0.2561013,0.21512699,0.21141852,0.24843188,0.24449088,0.18710303,0.29027733,0.300667,0.26986817,0.29859427,0.2786847,0.2841562,0.31141803,0.007596815098620337,0.05031124497493478,0.12679479,18,479.0,0.2543076,10000.0,,0
75.84,19.201,,,0.15512793,0.19905847,0.2892765,0.27609915,0.17663611,0.3306279,0.27599993,0.2376017,0.31599873,0.26287702,0.20876798,0.3472284,0.33725253,0.33467624,0.35681427,0.3114531,0.33709922,0.43431506,0.009330546021461418,0.06973003114295685,0.15512793,16,472.0,0.3194544,9055.385138137415,,0
75.84,19.246,,,0.24786717,0.30407384,0.32554698,0.3656579,0.18657836,0.42699534,0.36605203,0.27599788,0.3771225,0.3346744,0.33738723,0.40474674,0.46279833,0.39623845,0.432703,0.4552327,0.42538026,0.39292052,0.008822717327542156,0.07208755128313728,0.18657836,7,446.0,0.34114844,8062.257748298549,,0
75.84,19.291,,,0.15243572,0.21478327,0.2459418,0.27771097,0.12881075,0.3795649,0.36527926,0.2568995,0.3301013,0.3556144,0.29132056,0.39259973,0.38645175,0.39432698,0.3966344,0.39732435,0.37041882,0.37651536,0.01184716397956055,0.08413689892868453,0.12881075,8,449.0,0.30674505,7071.067811865476,,0
75.84,19.336,,,0.24233861,0.3365253,0.28968292,0.34932312,0.1896775,0.39956513,0.42280814,0.30038825,0.361,0.38144967,0.32675585,0.41186354,0.43666923,0.40692383,0.42504847,0.44357443,0.4117383,0.4371713,0.009215289157894734,0.07041002913233078,0.1896775,7,434.0,0.2069807,6082.76253029822,,0
75.84,19.381,,,0.20415328,0.31086984,0.31397054,0.3765344,0.2485695,0.45274758,0.43557546,0.36493704,0.3977596,0.44105378,0.39473754,0.44404867,0.45642534,0.42770162,0.46085292,0.46183667,0.39843872,0.42093074,0.009534864069494121,0.07305091655697465,0.20415328,4,425.0,0.028984088,5099.019513592784,,0
75.84,19.426,,,0.18609218,0.31909636,0.2899079,0.39599708,0.16659781,0.47844192,0.38767704,0.299511,0.38746306,0.44414,0.37403357,0.478623,0.4511035,0.46553132,0.5176567,0.50011265,0.49947423,0.49118015,0.014702572142054162,0.10355021096031176,0.16659781,5,443.0,0.070989706,4123.105625617661,,1
75.84,19.471,,,0.19924498,0.19785826,0.27291495,0.2936254,0.18862964,0.38415873,0.3350909,0.26207846,0.30721533,0.32194507,0.276156,0.42723066,0.38097727,0.48113742,0.45966145,0.46336606,0.45597327,0.48460108,0.015615624140010219,0.09886058320348814,0.18862964,10,446.0,0.087488346,3162.2776601683795,,0
75.84,19.516,,,0.14408736,0.15410899,0.2267344,0.25249466,0.16782406,0.39688522,0.26455012,0.22193812,0.3071964,0.3523345,0.20534502,0.39594644,0.33017176,0.3790108,0.430277,0.31933314,0.36585727,0.42028767,0.012815256552887072,0.09172637586437664,0.14408736,11,451.0,0.15992591,2236.06797749979,,0
75.84,19.561,,,0.1494803,0.22355677,0.2848156,0.30192477,0.17262313,0.4353806,0.27735695,0.22659974,0.31045333,0.34711635,0.22612263,0.35790822,0.3490819,0.37882632,0.40480477,0.36665264,0.37377623,0.4409813,0.01073895950025549,0.08393816104551055,0.1494803,11,471.0,0.22500767,1414.213562373095,,0
75.84,19.606,,,0.09828207,0.17011124,0.1747315,0.1982561,0.13385393,0.28219628,0.26151186,0.19837505,0.25440928,0.25979942,0.18148251,0.3148956,0.26956734,0.26391232,0.3116969,0.28891313,0.29077882,0.3575373,0.01001290107000511,0.06717076065298053,0.09828207,17,494.0,0.2843866,1000.0,,0
75.84,19.651,,,0.11844867,0.21789242,0.2324201,0.24881855,0.14698735,0.3559623,0.2495895,0.1877571,0.27185217,0.26424327,0.2016965,0.33214495,0.30976057,0.34376514,0.35441893,0.34738633,0.3304157,0.39942345,0.010635864925906997,0.0768085220930433,0.11844867,15,505.0,0.21563672,1414.213562373095,,0
75.84,19.696,,,0.1705053,0.2767771,0.30403692,0.4360791,0.18592864,0.45169318,0.37022325,0.26721066,0.3868849,0.35230166,0.28843525,0.41441923,0.39627117,0.4467616,0.5461652,0.4849731,0.37552652,0.5136981,0.012579727748594786,0.10248682922759368,0.1705053,6,482.0,0.21878366,2236.06797749979,,1
75.84,19.74,,,0.14658858,0.2482761,0.2446199,0.36467537,0.23113681,0.41710177,0.38666132,0.27965367,0.33433095,0.33539036,0.25755423,0.3776516,0.37135515,0.39525875,0.41298595,0.4717254,0.35929498,0.37143072,0.009822138678589675,0.07984712424548629,0.14658858,8,488.0,0.16552085,2828.42712474619,,0
75.84,19.785,,,0.15262556,0.30641872,0.282267,0.37437126,0.19611573,0.46172997,0.4477924,0.29758978,0.3406051,0.36850706,0.25646198,0.3832771,0.36242434,0.3985115,0.49715543,0.4598734,0.351605,0.40943053,0.009198460171691365,0.08958145057226562,0.15262556,7,492.0,0.17661043,2236.06797749979,,0
75.84,19.83,,,0.111106224,0.18808837,0.13535067,0.17974368,0.1502854,0.30037925,0.2572789,0.19123359,0.19080317,0.20978755,0.15625194,0.25806907,0.22433105,0.2276894,0.2675347,0.32106236,0.20662929,0.2541656,0.006112748821870208,0.05508854132583731,0.111106224,18,520.0,0.16187553,2000.0,,0
75.84,19.875,,,0.13494559,0.21357237,0.22043909,0.1800895,0.14594567,0.3003748,0.2999487,0.2034762,0.24343112,0.25079632,0.18205403,0.26658598,0.20107657,0.27701488,0.31414172,0.26888782,0.2049421,0.2891088,0.004804642446601942,0.05235209603827992,0.13494559,18,518.0,0.23112258,2236.06797749979,,0
75.84,19.92,,,0.19665217,0.32172233,0.2952454,0.36826387,0.16654865,0.45603094,0.49361438,0.25976324,0.43426868,0.4141058,0.30499166,0.41652632,0.42190856,0.45824885,0.4510323,0.37686002,0.42469662,0.509481,0.010665508996423096,0.0958978178188038,0.16654865,6,536.0,0.47731447,2828.42712474619,,0
75.84,19.965,,,0.2139598,0.28698298,0.21113473,0.31815884,0.18825239,0.46084487,0.37624016,0.25516295,0.32606658,0.33580822,0.25383395,0.3829611,0.41461444,0.42116374,0.42882052,0.4203412,0.3527837,0.39559567,0.009610652427184464,0.08192981528667705,0.18825239,9,571.0,0.54239637,3605.551275463989,,0
75.84,20.01,,,0.13833301,0.21539529,0.20518377,0.27196214,0.16501549,0.29767054,0.30581135,0.20711356,0.24927482,0.2934182,0.21334238,0.2847337,0.25960955,0.3137229,0.33522934,0.2995937,0.2875885,0.3275802,0.007051745340827797,0.055143408976395455,0.13833301,18,584.0,0.4765413,4472.13595499958,,0
75.84,20.055,,,0.1380537,0.22699897,0.19213939,0.27351275,0.15111668,0.35570365,0.3371351,0.23273233,0.29301625,0.29587236,0.19697247,0.36419794,0.31114888,0.35022545,0.3922393,0.32762003,0.32821152,0.31233734,0.008880672538579456,0.07341510097836834,0.1380537,14,606.0,0.30306587,4123.105625617661,,0
75.84,20.1,,,0.16173427,0.35900947,0.37185535,0.4075404,0.17291021,0.5747882,0.39653262,0.22162434,0.4677924,0.3478724,0.2852515,0.5372242,0.4109488,0.43987983,0.47648755,0.3583943,0.4498816,0.4554766,0.008677759409299947,0.11111992598279631,0.16173427,5,582.0,0.40568656,3162.2776601683795,,0
75.84,20.145,,,0.15799554,0.33456212,0.39979982,0.44680598,0.1574774,0.48428172,0.47278318,0.22270592,0.379121,0.33006835,0.23631018,0.47460726,0.47441462,0.45779935,0.5659665,0.45083186,0.45099783,0.5123292,0.011787672503832395,0.11962284022591875,0.1574774,6,555.0,0.07458366,2236.06797749979,,1
75.84,20.19,,,0.1368267,0.25199008,0.28123316,0.29125118,0.13779256,0.3572282,0.32305592,0.18358059,0.254186,0.27121687,0.17583735,0.35177162,0.31211886,0.31015503,0.37833098,0.3259627,0.3405899,0.31310615,0.00693136348185999,0.07221753027778087,0.1368267,15,583.0,0.13382891,1414.213562373095,,0
75.84,20.235,,,0.1812125,0.3266505,0.3223539,0.43949625,0.19342786,0.51608753,0.548188,0.2697426,0.33210635,0.337077,0.21794172,0.49426216,0.4822126,0.5109121,0.5841326,0.46674645,0.45877373,0.5217911,0.012970594183955029,0.12521506914684047,0.1812125,8,568.0,0.13191436,1000.0,,1
75.84,20.279,,,0.14553063,0.23959379,0.25540617,0.41869962,0.14789401,0.41709632,0.4597299,0.23245925,0.30442062,0.32070017,0.20115349,0.44966415,0.33514863,0.34223646,0.40912557,0.33874616,0.35142273,0.36830118,0.007286076260602963,0.09444156010201885,0.14553063,11,578.0,0.19549815,1414.213562373095,,0
75.84,20.324,,,0.1969854,0.32505164,0.27576625,0.45023236,0.17822908,0.5284097,0.5550631,0.29931384,0.39268234,0.42489937,0.23210707,0.5552048,0.5734459,0.5114417,0.56860846,0.4005605,0.488819,0.53827596,0.013946980522227898,0.13138076180688713,0.17822908,6,606.0,0.34748483,2236.06797749979,,1
75.84,20.369,,,0.15228729,0.2449605,0.2516408,0.4683707,0.14175683,0.36454752,0.47645777,0.24414924,0.25684234,0.30566064,0.17513594,0.5235886,0.31259903,0.47187087,0.4048662,0.444267,0.3926698,0.40764794,0.01057447511394992,0.11677470888274108,0.14175683,9,619.0,0.1787225,3162.2776601683795,,0
75.84,20.414,,,0.15963039,0.22504269,0.21839945,0.48781395,0.15666465,0.4090508,0.44490317,0.24065746,0.26306668,0.3073497,0.19614588,0.4313608,0.33378336,0.37838557,0.32944465,0.44507113,0.40286118,0.3998142,0.008899575351047519,0.10359261028693839,0.15666465,10,611.0,0.29697633,2828.42712474619,,0
75.84,20.459,,,0.1794692,0.27153805,0.21661136,0.5435369,0.19558875,0.562621,0.5319693,0.27267942,0.42661348,0.3326237,0.23792793,0.6046565,0.4814562,0.44847968,0.6454651,0.5166916,0.46642712,0.47369567,0.014431872006131833,0.1462342708735486,0.1794692,7,605.0,0.2538287,2236.06797749979,,1
75.84,20.504,,,0.17809825,0.2435524,0.45250222,0.39064065,0.18595955,0.44286546,0.3800823,0.24682999,0.3610115,0.30535904,0.22173986,0.5458393,0.39902627,0.3954783,0.5251734,0.45235303,0.39522055,0.4122073,0.009550797666836995,0.10686118435185826,0.17809825,6,619.0,0.082512856,2000.0,,1
75.84,20.549,,,0.16705264,0.18985768,0.29056013,0.20932294,0.2064791,0.26257572,0.32705736,0.2228352,0.26271567,0.26915678,0.23758958,0.27292094,0.25386056,0.25275874,0.32061493,0.3258715,0.2599602,0.27136397,0.004576447587123146,0.0437606813651644,0.16705264,18,536.0,1.9061576,2236.06797749979,,0
75.84,20.594,,,0.16701202,0.22205953,0.25862318,0.40914756,0.17790432,0.5224581,0.5102108,0.2656832,0.39560193,0.4198641,0.29451314,0.4905788,0.4343022,0.4941444,0.52972025,0.52500355,0.4809292,0.5402171,0.016847692108329072,0.12665850560378736,0.16701202,6,361.0,0.93797743,2828.42712474619,,1
75.84,20.639,,,0.18442935,0.31824923,0.3344139,0.31947982,0.17032143,0.5565128,0.5279969,0.3352625,0.4778009,0.44662142,0.3217537,0.5843618,0.5010572,0.55105245,0.60295373,0.5911424,0.56132776,0.59795606,0.019880979986714356,0.1398479989380717,0.17032143,7,340.0,0.30233258,3605.551275463989,,1
75.84,20.684,,,0.12533721,0.23706006,0.26086658,0.28658503,0.14576839,0.4674056,0.43412095,0.25378525,0.31603378,0.32294962,0.21224144,0.41416416,0.40250435,0.36838484,0.38446417,0.44371748,0.3925606,0.42135686,0.011909327847726109,0.10071999014495586,0.12533721,9,314.0,0.28093752,4472.13595499958,,0
75.84,20.729,,,0.15359727,0.3212631,0.2962648,0.34853548,0.18224615,0.50615877,0.44165748,0.26987067,0.37674135,0.30715764,0.2851628,0.5716525,0.42739603,0.5050106,0.47725952,0.47818273,0.4431112,0.53175044,0.014582674149207971,0.11745107263469146,0.15359727,8,293.0,0.22957225,5385.1648071345035,,0
75.84,20.774,,,0.15334703,0.30435193,0.31253543,0.31770864,0.16121759,0.42073354,0.34026158,0.24568617,0.37632054,0.2845131,0.2791665,0.4440417,0.31787848,0.43877092,0.43906432,0.4467089,0.4041151,0.41420776,0.010900513912110372,0.08966083922904428,0.15334703,10,302.0,0.765985,6324.555320336759,,0
75.84,20.818,,,0.14557225,0.21521425,0.28282893,0.22430815,0.21270904,0.36569974,0.34276438,0.27751452,0.3069268,0.2872772,0.21481343,0.30412412,0.26499674,0.30681738,0.30712575,0.32665944,0.28792346,0.30650914,0.005082535824220746,0.0533469730840499,0.14557225,17,329.0,0.30113497,6403.1242374328485,,0
75.84,20.863,,,0.13112015,0.1862242,0.24137987,0.2032388,0.1642908,0.35963288,0.3783446,0.22366133,0.3036772,0.2575014,0.22744265,0.32968864,0.27639458,0.28406048,0.3086494,0.34158278,0.28030002,0.31420356,0.007190184233009707,0.06671912848683059,0.13112015,16,267.0,0.08766049,5830.951894845301,,0
75.84,20.908,,,0.15872186,0.22451368,0.2587107,0.275002,0.1854765,0.3608866,0.3801848,0.24234147,0.30577993,0.2714797,0.25547495,0.31631583,0.30518222,0.31896538,0.3305181,0.32518873,0.3197366,0.32426435,0.00613817531323454,0.05644903604771487,0.15872186,16,305.0,0.20548078,5385.1648071345035,,0
75.84,20.953,,,0.13651551,0.18542974,0.25871205,0.2748751,0.14480647,0.36928636,0.39490524,0.22251147,0.35102928,0.2149731,0.1890247,0.4014404,0.348199,0.37344205,0.28507283,0.3026727,0.32715178,0.3337967,0.007754897864077668,0.08293335083172122,0.13651551,13,282.0,0.4766107,5099.019513592784,,0
75.84,20.998,,,0.1639446,0.24690585,0.30440983,0.3871469,0.20329863,0.44754735,0.45282063,0.31453165,0.38983795,0.31054726,0.24043344,0.41355315,0.36541718,0.34921643,0.37291655,0.33435974,0.34182304,0.3227266,0.0046365923311190585,0.07681448845466471,0.1639446,11,245.0,0.3420797,5000.0,,0
75.885,8.017,,,,,,,0.76772416,,,,,,,,0.2308531,0.7370184,,,,,,0.24616541179702522,0.2308531,1,535.0,0.34776251,3605.551275463989,,0
75.885,8.062,,,,,,,0.5272785,,,,,,,,,,,,0.56050956,,,0.01661552999999999,0.5272785,0,535.0,0.34776251,3605.551275463989,,0
75.885,8.107,,,,,,,,,,,,,,,0.25888833,,,,,,,0.0,0.25888833,1,535.0,0.34776251,3605.551275463989,,0
75.885,8.197,,,,,,,0.05230334,,0.6173032,,,,,,,,,,,,,0.28249993000000007,0.05230334,1,535.0,0.34776251,3605.551275463989,,0
75.885,8.242,,,,,,,0.52235705,,,,,,,,,,,,,,,0.0,0.52235705,0,535.0,0.34776251,3605.551275463989,,0
75.885,8.287,,,,,,,0.68814677,,0.86634845,,,,,,,,,,,,,0.08910084000000001,0.68814677,0,535.0,0.34776251,3605.551275463989,,0
75.885,8.332,,,,,,,,,0.32920536,,,,,,,,,,,,,0.0,0.32920536,1,535.0,0.34776251,3605.551275463989,,0
75.885,8.377,,,,,,,,,,,,,,,0.27816093,,,,,,,0.0,0.27816093,1,535.0,0.34776251,3605.551275463989,,0
75.885,8.916,,,,,,,,,,,0.14175257,,,,,,,,,,,0.0,0.14175257,1,535.0,0.34776251,3605.551275463989,,0
75.885,8.961,,,,,,,,,,,0.08943089,,,,,,,,,,,0.0,0.08943089,1,535.0,0.34776251,3605.551275463989,,0
75.885,9.095,,,,,,,0.14035824,,,,,,,,,,,,,,,0.0,0.14035824,1,535.0,0.34776251,3605.551275463989,,0
75.885,9.14,,,,,,,,,,0.44178498,,,,,,,,,,,,0.0,0.44178498,0,535.0,0.34776251,3605.551275463989,,0
75.885,9.185,,,,,,,0.87331885,,,,,,,,,,,,,,,0.0,0.87331885,0,535.0,0.34776251,3605.551275463989,,0
75.885,9.23,,,,,,,0.59381384,,,,,,,,,,,,,,,0.0,0.59381384,0,535.0,0.34776251,3605.551275463989,,0
75.885,9.275,,,,,,,0.4472002,,,,,,,,,,,,,,,0.0,0.4472002,0,535.0,0.34776251,3605.551275463989,,0
75.885,9.32,,,,,,,0.5140187,,,,,,,,,,,,,,,0.0,0.5140187,0,535.0,0.34776251,3605.551275463989,,0
75.885,9.365,,,,,,,0.5319369,,,,,,,,,,,,,,,0.0,0.5319369,0,535.0,0.34776251,3605.551275463989,,0
75.885,9.41,,,,,,,0.30880928,,,,,,,,-0.19772942,,,,,,,0.25326935,-0.19772942,2,535.0,0.34776251,3605.551275463989,,0
75.885,9.455,,,,,,,0.49035725,,,,,,,,-0.18265682,,,,,,,0.336507035,-0.18265682,1,535.0,0.34776251,3605.551275463989,,0
75.885,9.5,,,,,,,0.20352975,,,,,,,,0.34598103,,,,,,,0.07122564,0.20352975,2,535.0,0.34776251,3605.551275463989,,0
75.885,9.545,,,,,,,0.20773606,,,,,,,,,,,,,,,0.0,0.20773606,1,535.0,0.34776251,3605.551275463989,,0
75.885,9.59,,,,,,,,,,,,,,,,,,,0.50309026,,,0.0,0.50309026,0,535.0,0.34776251,3605.551275463989,,0
75.885,9.634,,,,,,,0.38862246,,,,,,,,,,,,,,,0.0,0.38862246,0,535.0,0.34776251,3605.551275463989,,0
75.885,9.679,,,,,,,0.39409176,,,,,,,,,,,,,,,0.0,0.39409176,0,535.0,0.34776251,3605.551275463989,,0
75.885,9.769,,,,,,,,,,,-0.037771843,,,,,,,,,,,0.0,-0.037771843,1,535.0,0.34776251,3605.551275463989,,0
75.885,9.814,,,,,,,0.2525336,,,,,0.04453441,,,0.32535726,,,,,,,0.1189903925059938,0.04453441,3,535.0,0.34776251,3605.551275463989,,0
75.885,9.859,,,,,,,0.25381467,,,,,,,,,,0.6775665,0.63805103,,,,0.1911266788004808,0.25381467,1,535.0,0.34776251,3605.551275463989,,1
75.885,9.904,,,,,,,0.12476137,,,,,,,,,,0.41526467,0.62908494,,,,0.2066810582170047,0.12476137,1,535.0,0.34776251,3605.551275463989,,0
75.885,9.949,,,,,,,,,0.38444194,,,-0.07073955,0.2716599,,,,,,0.35528815,0.4057377,0.015141744013452916,0.17601098628117318,-0.07073955,2,535.0,0.34776251,3605.551275463989,,0
75.885,9.994,,,,,,,,0.116307445,,,,,,,,,0.37931034,,,,,0.13150144750000003,0.116307445,1,535.0,0.34776251,3605.551275463989,,0
75.885,10.039,,,,,,,0.12432144,0.7629256,,,,0.11654442,-0.13489409,,,,,,,,,0.3318676878783429,-0.13489409,3,535.0,0.34776251,3605.551275463989,,0
75.885,10.084,,,,,,,0.17198394,,,,,0.7778571,0.2701228,,,,0.52944696,,,,,0.23601430962033593,0.17198394,2,535.0,0.34776251,3605.551275463989,,1
75.885,10.129,,,,,,,0.11635476,,,,,0.4642708,,,,0.39145908,,,0.046427496,,,0.1768755118803571,0.046427496,2,535.0,0.34776251,3605.551275463989,,0
75.885,10.173,,,,,,,0.106227666,,,,0.89108235,0.03186097,,,0.5314417,,,,,0.008455034,-0.014141734340425533,0.3453792868787306,0.008455034,3,535.0,0.34776251,3605.551275463989,,0
75.885,10.218,,,,,,,0.14463668,,,,0.4311481,-0.044338584,,,,,,,,,,0.19547322375757248,-0.044338584,2,535.0,0.34776251,3605.551275463989,,0
75.885,10.263,,,,,,,0.1763713,,,,,,0.198915,,0.093711965,,0.284171,,,,,0.06781061288377205,0.093711965,4,535.0,0.34776251,3605.551275463989,,0
75.885,10.308,,,,,,,,,,,0.4237856,0.29100528,,,,,0.7270115,,,,,0.18247617308350178,0.29100528,1,535.0,0.34776251,3605.551275463989,,1
75.885,10.353,,,,,,,0.003033646,,,,0.47206476,,,,,,0.168826,0.27837422,,0.88536584,0.037629193160409566,0.30304827060704764,0.003033646,3,535.0,0.34776251,3605.551275463989,,0
75.885,10.398,,,,,,,0.01983054,,,,,,,,,,0.1489557,0.19340006,,-0.12256268,,0.12313749916302051,-0.12256268,4,535.0,0.34776251,3605.551275463989,,0
75.885,10.443,,,,,,,0.024777433,-0.022366816,,,0.011623811,-0.04749568,0.49990413,,,,,0.03862838,,,0.012105371961290322,0.18814235592928813,-0.04749568,5,535.0,0.34776251,3605.551275463989,,0
75.885,10.488,,,,,,,0.035492677,-0.11634615,,,0.24087591,,,,,0.66125953,,,,,,0.29217097282445365,-0.11634615,3,535.0,0.34776251,3605.551275463989,,0
75.885,10.533,,,,,,,0.03671912,,,,,,-0.116802,,,,,,,,,0.07676056,-0.116802,2,535.0,0.34776251,3605.551275463989,,0
75.885,10.578,,,,,,,0.06811146,,,0.118231595,,,,,,-0.0018864688,,,,,,0.0492613069025996,-0.0018864688,3,535.0,0.34776251,3605.551275463989,,0
75.885,10.623,,,,,,,0.018713577,,,-0.18266037,,-0.14114627,-0.18636778,,,-0.012973884,,,-0.14387053,,-0.0047708233779816525,0.08081597172582232,-0.18636778,6,535.0,0.34776251,3605.551275463989,,0
75.885,10.667,,,,,,,-0.013159036,,,-0.058328424,-0.1429575,0.0069679054,-0.06441509,,,,,,,,-0.005644083228301885,0.05181698553053247,-0.1429575,5,535.0,0.34776251,3605.551275463989,,0
75.885,10.712,,,,,,,-0.083032146,-0.0432747,,-0.09624732,,-0.12211146,,,,-0.1914418,,,,,-0.014366473171874996,0.04921284495889304,-0.1914418,5,535.0,0.34776251,3605.551275463989,,0
75.885,10.757,,,,,,,-0.13629438,,,,,,,,,,,,,,,0.0,-0.13629438,1,535.0,0.34776251,3605.551275463989,,0
75.885,10.802,,,,,,,-0.15240955,,,,,,,,,,,,,,,0.0,-0.15240955,1,535.0,0.34776251,3605.551275463989,,0
75.885,10.847,,,,,,,-0.15170504,,,,-0.19828516,-0.15523988,,,,,,,,,,0.021174142520532485,-0.19828516,3,535.0,0.34776251,3605.551275463989,,0
75.885,10.892,,-0.058164313,,,,,0.36964187,-0.03316502,,,-0.113025986,0.1609478,0.083069384,-0.15334955,-0.027118782,-0.039279073,0.07669733,0.023896638,0.014326809,0.25100365,0.0016283624159700847,0.14099055844392872,-0.15334955,12,535.0,0.34776251,3605.551275463989,,0
75.885,10.937,,0.55829734,,,,,0.5918777,0.6287136,0.6145125,0.5864328,0.5587193,0.54650325,0.5441523,0.597333,0.6160721,0.5841413,0.58788747,0.590698,0.5509,0.57721883,-0.00035267833035714424,0.025367827090002393,0.5441523,0,535.0,0.34776251,3605.551275463989,,1
75.885,10.982,,0.5544168,,,,,0.6321226,0.63784164,0.65067357,0.59798783,0.56139654,0.6235407,0.5851023,0.6161546,0.65581024,0.6172017,0.6345655,0.64612395,0.60242873,0.6022284,0.0018027531964285696,0.02969632183856444,0.5544168,0,535.0,0.34776251,3605.551275463989,,1
75.885,11.027,,0.19388798,,,,,0.64223796,0.6650632,0.7088333,0.6880393,0.61993253,0.71592385,0.6416322,0.65869385,0.68464106,0.66396856,0.7068397,0.704214,0.6705041,0.67943573,0.016075075187500006,0.12294442285157393,0.19388798,1,13.0,0.065056,1414.213562373095,,1
75.885,11.072,,0.5288302,,,,,0.6075454,0.65616983,0.69853175,0.61075944,0.61711603,0.6932461,0.59743804,0.6538839,0.72535914,0.648549,0.6695652,0.6841354,0.65366936,0.6801281,0.006020825107142856,0.047788102721062195,0.5288302,0,17.0,0.20866092,1000.0,,1
75.885,11.117,,0.37225097,,,,,0.5736463,0.56956285,0.6415075,0.63389766,0.6003473,0.5645331,0.55005294,0.61758476,0.6659433,0.59773564,0.55088645,0.6177916,0.585517,0.58793324,0.006921140875,0.06479349073083143,0.37225097,0,34.0,0.26456183,1414.213562373095,,1
75.885,11.162,,0.6045787,,,,,0.57641304,0.60159534,0.674222,0.6365448,0.5799386,0.6577803,0.59068555,0.6660354,0.57960063,0.5949322,0.56724924,0.5734641,0.5792559,0.6057587,-0.0017518680000000013,0.03442663212134292,0.56724924,0,37.0,0.28780532,1000.0,,1
75.885,11.206,,0.4801616,,,,,0.5874855,0.6374907,0.6933738,0.71553564,0.63869584,0.6854761,0.6201301,0.72463393,0.7226984,0.6909755,0.6615897,0.72525984,0.7154464,0.71687984,0.010199431803571427,0.06518794489224444,0.4801616,0,22.0,0.34526557,0.0,,1
75.885,11.251,,0.57207555,,,,,0.660484,0.69136435,0.7020813,0.69574326,0.6640159,0.70087606,0.6691104,0.69635403,0.705234,0.66879815,0.6858064,0.69230133,0.6998069,0.7105094,0.004516377901785716,0.03289048266493696,0.57207555,0,24.0,0.09711439,1000.0,,1
75.885,11.296,,0.6155526,,,,,0.6336876,0.70065665,0.7171607,0.64645624,0.6587851,0.7216397,0.6278695,0.6769231,0.7153491,0.7145136,0.71285206,0.7030503,0.6964513,0.7097327,0.004398992374999999,0.035755526554841405,0.6155526,0,39.0,0.13840707,1000.0,,1
75.885,11.341,,,,,,,0.6697694,0.68110293,0.72681206,0.7412145,0.6958869,0.6929105,0.6848886,0.64773864,0.70823807,0.6872892,0.65231276,0.6820331,0.70243615,0.7151547,-0.0005160532967032922,0.025181912507747973,0.64773864,0,45.0,0.10808677,1414.213562373095,,1
75.885,11.386,,,,,,,0.69709784,0.72603124,0.7503214,0.7532987,0.73035747,0.7000368,0.6814688,0.6348036,0.75451946,0.70989424,0.7415629,0.74470025,0.74657637,0.7361459,0.0013524107472527491,0.0328659353025486,0.6348036,0,54.0,0.14829123,2236.06797749979,,1
